hFFVal	realGoalDist	problemName	count
3	20	probBLOCKS-6-0	2
1	10	probBLOCKS-6-0	2
2	19	probBLOCKS-6-0	4
2	11	probBLOCKS-6-0	2
1	19	probBLOCKS-6-0	2
2	15	probBLOCKS-6-0	2
6	19	probBLOCKS-7-0	4360
6	18	probBLOCKS-7-0	4573
6	17	probBLOCKS-7-0	3913
6	16	probBLOCKS-7-0	3339
6	15	probBLOCKS-7-0	2108
6	14	probBLOCKS-7-0	1417
6	13	probBLOCKS-7-0	547
6	20	probBLOCKS-7-0	4058
5	14	probBLOCKS-7-0	460
6	12	probBLOCKS-7-0	203
5	18	probBLOCKS-7-0	2898
5	16	probBLOCKS-7-0	1687
6	11	probBLOCKS-7-0	52
5	15	probBLOCKS-7-0	687
5	13	probBLOCKS-7-0	199
5	17	probBLOCKS-7-0	1858
6	21	probBLOCKS-7-0	2597
5	19	probBLOCKS-7-0	2516
4	12	probBLOCKS-7-0	93
5	20	probBLOCKS-7-0	2919
5	10	probBLOCKS-7-0	53
6	22	probBLOCKS-7-0	1771
5	12	probBLOCKS-7-0	151
5	11	probBLOCKS-7-0	76
4	13	probBLOCKS-7-0	78
4	11	probBLOCKS-7-0	41
5	9	probBLOCKS-7-0	16
5	21	probBLOCKS-7-0	1744
5	22	probBLOCKS-7-0	1464
4	18	probBLOCKS-7-0	808
4	20	probBLOCKS-7-0	917
4	14	probBLOCKS-7-0	133
3	14	probBLOCKS-7-0	48
4	8	probBLOCKS-7-0	16
4	16	probBLOCKS-7-0	289
4	10	probBLOCKS-7-0	31
3	10	probBLOCKS-7-0	21
4	19	probBLOCKS-7-0	593
5	23	probBLOCKS-7-0	284
4	17	probBLOCKS-7-0	292
4	21	probBLOCKS-7-0	534
4	15	probBLOCKS-7-0	120
4	9	probBLOCKS-7-0	18
4	7	probBLOCKS-7-0	6
3	9	probBLOCKS-7-0	10
3	11	probBLOCKS-7-0	12
3	20	probBLOCKS-7-0	188
3	18	probBLOCKS-7-0	79
3	22	probBLOCKS-7-0	142
4	22	probBLOCKS-7-0	611
5	24	probBLOCKS-7-0	150
2	8	probBLOCKS-7-0	6
3	6	probBLOCKS-7-0	6
3	12	probBLOCKS-7-0	19
2	12	probBLOCKS-7-0	9
4	23	probBLOCKS-7-0	108
3	21	probBLOCKS-7-0	95
3	19	probBLOCKS-7-0	59
6	23	probBLOCKS-7-0	385
3	13	probBLOCKS-7-0	17
3	7	probBLOCKS-7-0	5
3	5	probBLOCKS-7-0	3
3	15	probBLOCKS-7-0	19
2	7	probBLOCKS-7-0	3
3	23	probBLOCKS-7-0	28
6	24	probBLOCKS-7-0	174
4	24	probBLOCKS-7-0	63
2	22	probBLOCKS-7-0	30
3	8	probBLOCKS-7-0	7
3	16	probBLOCKS-7-0	40
2	20	probBLOCKS-7-0	10
2	24	probBLOCKS-7-0	5
1	6	probBLOCKS-7-0	2
2	16	probBLOCKS-7-0	12
2	4	probBLOCKS-7-0	3
3	17	probBLOCKS-7-0	24
2	5	probBLOCKS-7-0	2
2	21	probBLOCKS-7-0	9
2	23	probBLOCKS-7-0	5
2	11	probBLOCKS-7-0	3
2	3	probBLOCKS-7-0	2
2	9	probBLOCKS-7-0	2
2	13	probBLOCKS-7-0	2
3	24	probBLOCKS-7-0	25
2	10	probBLOCKS-7-0	3
1	10	probBLOCKS-7-0	2
1	2	probBLOCKS-7-0	2
2	14	probBLOCKS-7-0	4
1	24	probBLOCKS-7-0	3
2	6	probBLOCKS-7-0	2
1	14	probBLOCKS-7-0	2
2	15	probBLOCKS-7-0	3
2	17	probBLOCKS-7-0	2
1	1	probBLOCKS-7-0	2
1	18	probBLOCKS-7-0	2
2	18	probBLOCKS-7-0	5
0	0	probBLOCKS-7-0	2
1	22	probBLOCKS-7-0	2
2	19	probBLOCKS-7-0	3
6	19	probBLOCKS-8-0	12646
7	17	probBLOCKS-8-0	11291
6	17	probBLOCKS-8-0	4115
7	16	probBLOCKS-8-0	7378
7	18	probBLOCKS-8-0	20938
6	20	probBLOCKS-8-0	22493
6	18	probBLOCKS-8-0	10397
6	16	probBLOCKS-8-0	2428
5	20	probBLOCKS-8-0	5937
7	19	probBLOCKS-8-0	27720
6	21	probBLOCKS-8-0	23548
7	15	probBLOCKS-8-0	2498
5	21	probBLOCKS-8-0	5375
5	22	probBLOCKS-8-0	9870
7	14	probBLOCKS-8-0	877
6	14	probBLOCKS-8-0	781
5	18	probBLOCKS-8-0	1874
6	22	probBLOCKS-8-0	32797
7	20	probBLOCKS-8-0	37736
7	21	probBLOCKS-8-0	43643
6	13	probBLOCKS-8-0	351
6	15	probBLOCKS-8-0	960
7	13	probBLOCKS-8-0	204
6	23	probBLOCKS-8-0	27071
5	19	probBLOCKS-8-0	2184
7	23	probBLOCKS-8-0	43694
5	23	probBLOCKS-8-0	7634
6	24	probBLOCKS-8-0	32315
7	24	probBLOCKS-8-0	44345
5	24	probBLOCKS-8-0	11188
6	12	probBLOCKS-8-0	204
7	22	probBLOCKS-8-0	49128
5	16	probBLOCKS-8-0	876
4	20	probBLOCKS-8-0	628
5	12	probBLOCKS-8-0	151
4	22	probBLOCKS-8-0	1861
6	25	probBLOCKS-8-0	18049
7	25	probBLOCKS-8-0	26166
4	21	probBLOCKS-8-0	584
5	11	probBLOCKS-8-0	76
5	13	probBLOCKS-8-0	195
6	11	probBLOCKS-8-0	53
5	15	probBLOCKS-8-0	488
5	17	probBLOCKS-8-0	804
5	25	probBLOCKS-8-0	5807
4	23	probBLOCKS-8-0	1203
6	26	probBLOCKS-8-0	17449
7	26	probBLOCKS-8-0	21920
5	14	probBLOCKS-8-0	463
4	24	probBLOCKS-8-0	2278
5	10	probBLOCKS-8-0	53
4	10	probBLOCKS-8-0	31
5	26	probBLOCKS-8-0	6717
3	22	probBLOCKS-8-0	124
4	9	probBLOCKS-8-0	18
4	11	probBLOCKS-8-0	45
3	23	probBLOCKS-8-0	83
5	9	probBLOCKS-8-0	16
3	24	probBLOCKS-8-0	347
4	18	probBLOCKS-8-0	362
4	16	probBLOCKS-8-0	287
4	8	probBLOCKS-8-0	16
4	12	probBLOCKS-8-0	95
4	14	probBLOCKS-8-0	129
4	26	probBLOCKS-8-0	1648
4	15	probBLOCKS-8-0	115
4	17	probBLOCKS-8-0	183
4	25	probBLOCKS-8-0	1155
4	19	probBLOCKS-8-0	221
4	13	probBLOCKS-8-0	72
4	7	probBLOCKS-8-0	6
3	25	probBLOCKS-8-0	141
3	14	probBLOCKS-8-0	45
3	18	probBLOCKS-8-0	84
3	26	probBLOCKS-8-0	286
3	10	probBLOCKS-8-0	21
3	16	probBLOCKS-8-0	37
3	12	probBLOCKS-8-0	21
3	20	probBLOCKS-8-0	61
3	6	probBLOCKS-8-0	6
3	8	probBLOCKS-8-0	7
7	27	probBLOCKS-8-0	4443
6	27	probBLOCKS-8-0	3299
3	21	probBLOCKS-8-0	31
3	19	probBLOCKS-8-0	23
3	17	probBLOCKS-8-0	24
5	27	probBLOCKS-8-0	1165
3	11	probBLOCKS-8-0	12
3	9	probBLOCKS-8-0	10
3	7	probBLOCKS-8-0	5
3	15	probBLOCKS-8-0	17
3	5	probBLOCKS-8-0	3
7	28	probBLOCKS-8-0	2513
6	28	probBLOCKS-8-0	1965
4	28	probBLOCKS-8-0	219
5	28	probBLOCKS-8-0	810
2	16	probBLOCKS-8-0	10
2	20	probBLOCKS-8-0	13
2	18	probBLOCKS-8-0	5
2	8	probBLOCKS-8-0	6
2	22	probBLOCKS-8-0	6
2	4	probBLOCKS-8-0	3
4	27	probBLOCKS-8-0	272
2	21	probBLOCKS-8-0	2
3	13	probBLOCKS-8-0	17
3	27	probBLOCKS-8-0	55
2	9	probBLOCKS-8-0	2
2	17	probBLOCKS-8-0	2
2	7	probBLOCKS-8-0	3
2	19	probBLOCKS-8-0	3
2	3	probBLOCKS-8-0	2
2	5	probBLOCKS-8-0	2
2	24	probBLOCKS-8-0	14
2	26	probBLOCKS-8-0	43
3	28	probBLOCKS-8-0	48
1	22	probBLOCKS-8-0	2
2	12	probBLOCKS-8-0	9
1	18	probBLOCKS-8-0	2
2	10	probBLOCKS-8-0	3
2	28	probBLOCKS-8-0	8
1	6	probBLOCKS-8-0	2
2	14	probBLOCKS-8-0	4
1	2	probBLOCKS-8-0	2
2	6	probBLOCKS-8-0	2
1	10	probBLOCKS-8-0	2
2	27	probBLOCKS-8-0	5
2	15	probBLOCKS-8-0	2
2	11	probBLOCKS-8-0	3
2	25	probBLOCKS-8-0	9
2	13	probBLOCKS-8-0	2
1	1	probBLOCKS-8-0	2
2	23	probBLOCKS-8-0	3
1	28	probBLOCKS-8-0	2
1	26	probBLOCKS-8-0	2
0	0	probBLOCKS-8-0	2
1	14	probBLOCKS-8-0	2
7	31	probBLOCKS-9-0	48
7	29	probBLOCKS-9-0	3018
7	30	probBLOCKS-9-0	1547
7	28	probBLOCKS-9-0	12522
7	32	probBLOCKS-9-0	44
7	27	probBLOCKS-9-0	19648
7	26	probBLOCKS-9-0	33999
7	25	probBLOCKS-9-0	42457
6	30	probBLOCKS-9-0	476
6	28	probBLOCKS-9-0	3607
7	24	probBLOCKS-9-0	57733
8	25	probBLOCKS-9-0	95004
8	23	probBLOCKS-9-0	108207
6	29	probBLOCKS-9-0	731
8	27	probBLOCKS-9-0	41605
8	24	probBLOCKS-9-0	113459
8	22	probBLOCKS-9-0	126102
6	26	probBLOCKS-9-0	8465
8	26	probBLOCKS-9-0	62491
6	27	probBLOCKS-9-0	4484
8	21	probBLOCKS-9-0	89355
8	29	probBLOCKS-9-0	5592
6	31	probBLOCKS-9-0	11
8	28	probBLOCKS-9-0	21642
6	32	probBLOCKS-9-0	13
8	20	probBLOCKS-9-0	74606
5	28	probBLOCKS-9-0	627
5	30	probBLOCKS-9-0	100
7	22	probBLOCKS-9-0	54564
8	30	probBLOCKS-9-0	2301
8	19	probBLOCKS-9-0	48526
7	23	probBLOCKS-9-0	41036
7	21	probBLOCKS-9-0	28164
5	29	probBLOCKS-9-0	101
8	18	probBLOCKS-9-0	28142
7	20	probBLOCKS-9-0	24698
6	24	probBLOCKS-9-0	11661
6	25	probBLOCKS-9-0	7884
8	17	probBLOCKS-9-0	10017
6	23	probBLOCKS-9-0	5394
5	31	probBLOCKS-9-0	2
7	19	probBLOCKS-9-0	11196
8	16	probBLOCKS-9-0	3754
5	26	probBLOCKS-9-0	1124
5	32	probBLOCKS-9-0	3
6	22	probBLOCKS-9-0	8656
7	18	probBLOCKS-9-0	7123
5	27	probBLOCKS-9-0	534
5	25	probBLOCKS-9-0	644
7	17	probBLOCKS-9-0	3471
6	21	probBLOCKS-9-0	2163
8	15	probBLOCKS-9-0	735
5	24	probBLOCKS-9-0	1112
6	20	probBLOCKS-9-0	2300
7	16	probBLOCKS-9-0	2858
6	16	probBLOCKS-9-0	1304
6	18	probBLOCKS-9-0	1613
4	28	probBLOCKS-9-0	62
7	14	probBLOCKS-9-0	735
8	31	probBLOCKS-9-0	79
6	19	probBLOCKS-9-0	1453
7	15	probBLOCKS-9-0	1248
5	23	probBLOCKS-9-0	149
6	17	probBLOCKS-9-0	925
7	13	probBLOCKS-9-0	175
4	29	probBLOCKS-9-0	10
4	27	probBLOCKS-9-0	19
8	32	probBLOCKS-9-0	66
5	20	probBLOCKS-9-0	178
4	26	probBLOCKS-9-0	66
5	22	probBLOCKS-9-0	410
5	18	probBLOCKS-9-0	290
6	14	probBLOCKS-9-0	429
4	30	probBLOCKS-9-0	14
3	30	probBLOCKS-9-0	4
6	12	probBLOCKS-9-0	173
4	25	probBLOCKS-9-0	7
5	21	probBLOCKS-9-0	154
6	15	probBLOCKS-9-0	531
6	13	probBLOCKS-9-0	272
5	19	probBLOCKS-9-0	124
6	11	probBLOCKS-9-0	46
4	24	probBLOCKS-9-0	20
4	22	probBLOCKS-9-0	13
4	20	probBLOCKS-9-0	21
5	16	probBLOCKS-9-0	234
5	14	probBLOCKS-9-0	166
5	10	probBLOCKS-9-0	46
5	9	probBLOCKS-9-0	11
5	11	probBLOCKS-9-0	48
5	12	probBLOCKS-9-0	75
4	8	probBLOCKS-9-0	11
5	13	probBLOCKS-9-0	90
5	15	probBLOCKS-9-0	141
4	12	probBLOCKS-9-0	26
4	9	probBLOCKS-9-0	14
4	7	probBLOCKS-9-0	6
4	10	probBLOCKS-9-0	11
5	17	probBLOCKS-9-0	80
4	14	probBLOCKS-9-0	10
3	6	probBLOCKS-9-0	6
4	11	probBLOCKS-9-0	9
4	16	probBLOCKS-9-0	35
3	5	probBLOCKS-9-0	3
3	7	probBLOCKS-9-0	3
3	10	probBLOCKS-9-0	5
4	13	probBLOCKS-9-0	19
4	21	probBLOCKS-9-0	6
4	15	probBLOCKS-9-0	7
4	18	probBLOCKS-9-0	5
2	4	probBLOCKS-9-0	3
2	3	probBLOCKS-9-0	2
2	5	probBLOCKS-9-0	2
1	2	probBLOCKS-9-0	2
1	1	probBLOCKS-9-0	2
0	0	probBLOCKS-9-0	2
9	33	probBLOCKS-10-0	1302
9	35	probBLOCKS-10-0	76
9	36	probBLOCKS-10-0	65
8	34	probBLOCKS-10-0	594
9	32	probBLOCKS-10-0	4171
8	33	probBLOCKS-10-0	882
9	31	probBLOCKS-10-0	6974
9	30	probBLOCKS-10-0	12730
9	34	probBLOCKS-10-0	782
8	32	probBLOCKS-10-0	3286
9	29	probBLOCKS-10-0	19713
8	31	probBLOCKS-10-0	5027
8	30	probBLOCKS-10-0	9959
9	28	probBLOCKS-10-0	23892
7	32	probBLOCKS-10-0	1129
8	36	probBLOCKS-10-0	43
7	31	probBLOCKS-10-0	1558
9	27	probBLOCKS-10-0	39619
8	29	probBLOCKS-10-0	15294
9	26	probBLOCKS-10-0	38212
7	34	probBLOCKS-10-0	191
8	28	probBLOCKS-10-0	20799
7	30	probBLOCKS-10-0	3709
9	25	probBLOCKS-10-0	74057
8	27	probBLOCKS-10-0	33199
7	33	probBLOCKS-10-0	244
7	29	probBLOCKS-10-0	5458
7	35	probBLOCKS-10-0	8
8	35	probBLOCKS-10-0	38
9	24	probBLOCKS-10-0	52567
8	26	probBLOCKS-10-0	34483
7	28	probBLOCKS-10-0	8478
6	34	probBLOCKS-10-0	38
7	36	probBLOCKS-10-0	13
9	23	probBLOCKS-10-0	142337
8	25	probBLOCKS-10-0	68473
6	33	probBLOCKS-10-0	39
7	27	probBLOCKS-10-0	13556
8	24	probBLOCKS-10-0	63112
7	26	probBLOCKS-10-0	19567
6	28	probBLOCKS-10-0	2828
9	22	probBLOCKS-10-0	191833
6	32	probBLOCKS-10-0	220
8	23	probBLOCKS-10-0	75597
7	25	probBLOCKS-10-0	20657
9	21	probBLOCKS-10-0	85679
6	31	probBLOCKS-10-0	289
6	27	probBLOCKS-10-0	2990
6	29	probBLOCKS-10-0	1198
8	22	probBLOCKS-10-0	83217
7	24	probBLOCKS-10-0	17270
9	20	probBLOCKS-10-0	92370
6	26	probBLOCKS-10-0	4037
6	30	probBLOCKS-10-0	814
5	28	probBLOCKS-10-0	480
6	36	probBLOCKS-10-0	3
7	23	probBLOCKS-10-0	10818
8	21	probBLOCKS-10-0	25025
6	25	probBLOCKS-10-0	1937
9	19	probBLOCKS-10-0	39281
5	27	probBLOCKS-10-0	199
8	20	probBLOCKS-10-0	22387
5	26	probBLOCKS-10-0	197
6	24	probBLOCKS-10-0	1178
9	18	probBLOCKS-10-0	12283
7	22	probBLOCKS-10-0	9067
5	30	probBLOCKS-10-0	147
4	28	probBLOCKS-10-0	15
5	32	probBLOCKS-10-0	34
5	29	probBLOCKS-10-0	176
7	21	probBLOCKS-10-0	1951
8	19	probBLOCKS-10-0	8921
6	23	probBLOCKS-10-0	348
5	25	probBLOCKS-10-0	12
5	31	probBLOCKS-10-0	20
9	17	probBLOCKS-10-0	2845
4	29	probBLOCKS-10-0	15
7	20	probBLOCKS-10-0	5105
6	35	probBLOCKS-10-0	2
5	22	probBLOCKS-10-0	126
8	18	probBLOCKS-10-0	6260
6	22	probBLOCKS-10-0	1030
4	30	probBLOCKS-10-0	22
7	18	probBLOCKS-10-0	1751
8	16	probBLOCKS-10-0	1799
5	24	probBLOCKS-10-0	32
6	20	probBLOCKS-10-0	801
4	24	probBLOCKS-10-0	6
5	34	probBLOCKS-10-0	3
5	23	probBLOCKS-10-0	45
6	21	probBLOCKS-10-0	381
6	19	probBLOCKS-10-0	285
7	19	probBLOCKS-10-0	2999
8	17	probBLOCKS-10-0	4001
7	17	probBLOCKS-10-0	731
5	21	probBLOCKS-10-0	17
8	15	probBLOCKS-10-0	331
5	33	probBLOCKS-10-0	2
7	14	probBLOCKS-10-0	442
7	15	probBLOCKS-10-0	665
7	13	probBLOCKS-10-0	89
7	16	probBLOCKS-10-0	868
6	16	probBLOCKS-10-0	212
6	12	probBLOCKS-10-0	104
6	18	probBLOCKS-10-0	223
6	17	probBLOCKS-10-0	246
6	15	probBLOCKS-10-0	124
5	18	probBLOCKS-10-0	57
6	14	probBLOCKS-10-0	213
6	11	probBLOCKS-10-0	24
6	13	probBLOCKS-10-0	175
5	14	probBLOCKS-10-0	57
5	19	probBLOCKS-10-0	82
5	20	probBLOCKS-10-0	52
5	17	probBLOCKS-10-0	14
5	10	probBLOCKS-10-0	24
4	20	probBLOCKS-10-0	13
5	11	probBLOCKS-10-0	29
5	9	probBLOCKS-10-0	5
4	8	probBLOCKS-10-0	5
4	7	probBLOCKS-10-0	2
4	9	probBLOCKS-10-0	8
3	6	probBLOCKS-10-0	4
3	7	probBLOCKS-10-0	3
3	5	probBLOCKS-10-0	2
2	4	probBLOCKS-10-0	3
5	15	probBLOCKS-10-0	52
5	13	probBLOCKS-10-0	28
2	3	probBLOCKS-10-0	2
2	5	probBLOCKS-10-0	2
4	12	probBLOCKS-10-0	21
5	12	probBLOCKS-10-0	48
1	2	probBLOCKS-10-0	2
4	13	probBLOCKS-10-0	16
4	11	probBLOCKS-10-0	8
1	1	probBLOCKS-10-0	2
3	10	probBLOCKS-10-0	5
4	10	probBLOCKS-10-0	6
0	0	probBLOCKS-10-0	2
3	9	probBLOCKS-10-0	2
4	23	probBLOCKS-10-0	2
8	31	probBLOCKS-11-0	13332
9	31	probBLOCKS-11-0	53638
8	32	probBLOCKS-11-0	8269
8	30	probBLOCKS-11-0	9304
9	32	probBLOCKS-11-0	25217
9	30	probBLOCKS-11-0	32278
8	33	probBLOCKS-11-0	9776
8	29	probBLOCKS-11-0	14293
9	29	probBLOCKS-11-0	61296
9	33	probBLOCKS-11-0	31794
8	28	probBLOCKS-11-0	11199
8	34	probBLOCKS-11-0	5141
9	28	probBLOCKS-11-0	41979
9	34	probBLOCKS-11-0	12960
7	32	probBLOCKS-11-0	1254
7	34	probBLOCKS-11-0	1011
8	27	probBLOCKS-11-0	9356
9	27	probBLOCKS-11-0	52189
7	33	probBLOCKS-11-0	1331
9	35	probBLOCKS-11-0	8974
9	26	probBLOCKS-11-0	75909
7	28	probBLOCKS-11-0	1181
9	36	probBLOCKS-11-0	3112
8	36	probBLOCKS-11-0	1447
7	26	probBLOCKS-11-0	1509
6	34	probBLOCKS-11-0	102
7	30	probBLOCKS-11-0	1312
10	31	probBLOCKS-11-0	73085
8	35	probBLOCKS-11-0	3456
7	31	probBLOCKS-11-0	1555
7	27	probBLOCKS-11-0	505
8	25	probBLOCKS-11-0	5729
10	29	probBLOCKS-11-0	82138
9	25	probBLOCKS-11-0	43334
10	27	probBLOCKS-11-0	71218
10	33	probBLOCKS-11-0	42798
7	25	probBLOCKS-11-0	850
10	30	probBLOCKS-11-0	38940
10	34	probBLOCKS-11-0	14422
10	32	probBLOCKS-11-0	28747
10	28	probBLOCKS-11-0	46039
10	26	probBLOCKS-11-0	105144
8	26	probBLOCKS-11-0	16337
7	36	probBLOCKS-11-0	399
8	24	probBLOCKS-11-0	7326
6	24	probBLOCKS-11-0	172
6	28	probBLOCKS-11-0	38
6	26	probBLOCKS-11-0	218
10	35	probBLOCKS-11-0	11203
10	25	probBLOCKS-11-0	82689
8	23	probBLOCKS-11-0	7254
6	27	probBLOCKS-11-0	31
7	29	probBLOCKS-11-0	1263
10	37	probBLOCKS-11-0	994
7	35	probBLOCKS-11-0	669
9	23	probBLOCKS-11-0	24379
9	37	probBLOCKS-11-0	787
6	35	probBLOCKS-11-0	69
6	25	probBLOCKS-11-0	80
7	23	probBLOCKS-11-0	1411
10	24	probBLOCKS-11-0	81758
9	24	probBLOCKS-11-0	39926
6	32	probBLOCKS-11-0	74
10	36	probBLOCKS-11-0	3029
7	24	probBLOCKS-11-0	1750
9	22	probBLOCKS-11-0	20113
10	38	probBLOCKS-11-0	262
7	22	probBLOCKS-11-0	2017
6	36	probBLOCKS-11-0	48
8	22	probBLOCKS-11-0	9106
5	26	probBLOCKS-11-0	18
9	38	probBLOCKS-11-0	193
5	36	probBLOCKS-11-0	9
8	37	probBLOCKS-11-0	324
6	33	probBLOCKS-11-0	72
10	23	probBLOCKS-11-0	78040
8	21	probBLOCKS-11-0	4035
9	21	probBLOCKS-11-0	9495
7	21	probBLOCKS-11-0	796
10	22	probBLOCKS-11-0	42446
7	20	probBLOCKS-11-0	1244
8	20	probBLOCKS-11-0	5468
8	38	probBLOCKS-11-0	89
9	20	probBLOCKS-11-0	12507
6	30	probBLOCKS-11-0	80
6	31	probBLOCKS-11-0	74
7	38	probBLOCKS-11-0	25
9	19	probBLOCKS-11-0	8299
10	21	probBLOCKS-11-0	13940
8	19	probBLOCKS-11-0	2907
7	19	probBLOCKS-11-0	1017
6	23	probBLOCKS-11-0	63
7	37	probBLOCKS-11-0	74
6	29	probBLOCKS-11-0	19
6	37	probBLOCKS-11-0	10
5	30	probBLOCKS-11-0	2
10	20	probBLOCKS-11-0	7965
8	18	probBLOCKS-11-0	1431
9	18	probBLOCKS-11-0	3213
6	20	probBLOCKS-11-0	316
7	18	probBLOCKS-11-0	606
6	22	probBLOCKS-11-0	283
5	32	probBLOCKS-11-0	3
6	38	probBLOCKS-11-0	4
6	21	probBLOCKS-11-0	86
6	19	probBLOCKS-11-0	218
5	28	probBLOCKS-11-0	4
10	19	probBLOCKS-11-0	2782
9	17	probBLOCKS-11-0	1299
8	17	probBLOCKS-11-0	1226
7	17	probBLOCKS-11-0	462
5	29	probBLOCKS-11-0	2
5	27	probBLOCKS-11-0	2
5	33	probBLOCKS-11-0	2
5	35	probBLOCKS-11-0	2
5	38	probBLOCKS-11-0	2
5	34	probBLOCKS-11-0	2
8	16	probBLOCKS-11-0	712
6	16	probBLOCKS-11-0	269
6	17	probBLOCKS-11-0	208
6	15	probBLOCKS-11-0	214
8	15	probBLOCKS-11-0	261
6	18	probBLOCKS-11-0	206
5	18	probBLOCKS-11-0	44
7	15	probBLOCKS-11-0	665
5	14	probBLOCKS-11-0	92
7	14	probBLOCKS-11-0	537
7	16	probBLOCKS-11-0	850
5	22	probBLOCKS-11-0	35
5	17	probBLOCKS-11-0	33
5	19	probBLOCKS-11-0	39
7	13	probBLOCKS-11-0	111
5	15	probBLOCKS-11-0	57
