hFFVal	realGoalDist	problemName	count
12	17	probBLOCKS-10-0	54
12	18	probBLOCKS-10-0	56
12	14	probBLOCKS-10-0	212
12	11	probBLOCKS-10-0	23
12	13	probBLOCKS-10-0	124
11	13	probBLOCKS-10-0	59
11	14	probBLOCKS-10-0	56
13	19	probBLOCKS-10-0	182
12	19	probBLOCKS-10-0	112
11	19	probBLOCKS-10-0	18
12	20	probBLOCKS-10-0	51
13	20	probBLOCKS-10-0	7
10	10	probBLOCKS-10-0	23
11	20	probBLOCKS-10-0	12
11	15	probBLOCKS-10-0	64
12	15	probBLOCKS-10-0	64
9	11	probBLOCKS-10-0	11
10	11	probBLOCKS-10-0	17
9	9	probBLOCKS-10-0	4
8	8	probBLOCKS-10-0	4
7	7	probBLOCKS-10-0	1
7	9	probBLOCKS-10-0	3
8	9	probBLOCKS-10-0	4
6	6	probBLOCKS-10-0	3
5	7	probBLOCKS-10-0	1
5	5	probBLOCKS-10-0	1
6	7	probBLOCKS-10-0	1
4	4	probBLOCKS-10-0	2
10	15	probBLOCKS-10-0	16
3	3	probBLOCKS-10-0	1
4	5	probBLOCKS-10-0	1
9	12	probBLOCKS-10-0	20
10	12	probBLOCKS-10-0	47
2	2	probBLOCKS-10-0	1
10	13	probBLOCKS-10-0	14
8	13	probBLOCKS-10-0	5
9	13	probBLOCKS-10-0	14
8	11	probBLOCKS-10-0	6
1	1	probBLOCKS-10-0	1
7	10	probBLOCKS-10-0	4
8	10	probBLOCKS-10-0	5
0	0	probBLOCKS-10-0	1
7	11	probBLOCKS-10-0	1
6	9	probBLOCKS-10-0	1
14	18	probBLOCKS-10-0	16
19	31	probBLOCKS-11-0	25617
20	31	probBLOCKS-11-0	60948
19	32	probBLOCKS-11-0	11699
19	30	probBLOCKS-11-0	14297
20	32	probBLOCKS-11-0	27470
20	30	probBLOCKS-11-0	34380
18	30	probBLOCKS-11-0	3225
19	33	probBLOCKS-11-0	15787
18	29	probBLOCKS-11-0	5733
18	31	probBLOCKS-11-0	4672
19	29	probBLOCKS-11-0	28386
20	33	probBLOCKS-11-0	36596
20	29	probBLOCKS-11-0	66910
18	28	probBLOCKS-11-0	4051
19	34	probBLOCKS-11-0	6438
19	28	probBLOCKS-11-0	16973
20	34	probBLOCKS-11-0	14426
20	28	probBLOCKS-11-0	43924
18	32	probBLOCKS-11-0	2366
18	34	probBLOCKS-11-0	1509
18	33	probBLOCKS-11-0	2979
17	27	probBLOCKS-11-0	2479
19	27	probBLOCKS-11-0	21275
17	29	probBLOCKS-11-0	1523
20	27	probBLOCKS-11-0	54369
20	35	probBLOCKS-11-0	10170
19	35	probBLOCKS-11-0	4619
19	26	probBLOCKS-11-0	27333
17	32	probBLOCKS-11-0	271
16	28	probBLOCKS-11-0	298
20	36	probBLOCKS-11-0	3360
19	36	probBLOCKS-11-0	1652
16	26	probBLOCKS-11-0	1200
17	34	probBLOCKS-11-0	179
17	30	probBLOCKS-11-0	581
21	31	probBLOCKS-11-0	49783
18	27	probBLOCKS-11-0	5021
17	31	probBLOCKS-11-0	575
16	27	probBLOCKS-11-0	485
17	25	probBLOCKS-11-0	4169
21	29	probBLOCKS-11-0	56097
18	25	probBLOCKS-11-0	6077
21	27	probBLOCKS-11-0	49586
21	33	probBLOCKS-11-0	30128
17	33	probBLOCKS-11-0	267
18	35	probBLOCKS-11-0	1080
16	25	probBLOCKS-11-0	1007
21	30	probBLOCKS-11-0	29290
21	34	probBLOCKS-11-0	11073
21	32	probBLOCKS-11-0	21724
20	26	probBLOCKS-11-0	73064
21	28	probBLOCKS-11-0	33880
21	26	probBLOCKS-11-0	83505
17	28	probBLOCKS-11-0	1254
17	26	probBLOCKS-11-0	3635
18	36	probBLOCKS-11-0	490
17	24	probBLOCKS-11-0	5381
14	24	probBLOCKS-11-0	38
15	28	probBLOCKS-11-0	44
14	26	probBLOCKS-11-0	45
21	35	probBLOCKS-11-0	8359
19	25	probBLOCKS-11-0	17445
20	25	probBLOCKS-11-0	46944
21	25	probBLOCKS-11-0	56805
17	23	probBLOCKS-11-0	7785
15	27	probBLOCKS-11-0	61
16	29	probBLOCKS-11-0	324
21	37	probBLOCKS-11-0	718
18	23	probBLOCKS-11-0	11403
20	37	probBLOCKS-11-0	946
17	35	probBLOCKS-11-0	130
14	25	probBLOCKS-11-0	36
15	23	probBLOCKS-11-0	446
14	23	probBLOCKS-11-0	72
21	24	probBLOCKS-11-0	57821
16	30	probBLOCKS-11-0	119
19	24	probBLOCKS-11-0	14676
20	24	probBLOCKS-11-0	42590
16	32	probBLOCKS-11-0	25
21	36	probBLOCKS-11-0	2459
15	24	probBLOCKS-11-0	313
18	22	probBLOCKS-11-0	14175
18	26	probBLOCKS-11-0	10045
21	38	probBLOCKS-11-0	217
18	24	probBLOCKS-11-0	8294
15	22	probBLOCKS-11-0	736
17	36	probBLOCKS-11-0	67
15	26	probBLOCKS-11-0	297
17	22	probBLOCKS-11-0	8358
13	26	probBLOCKS-11-0	5
20	38	probBLOCKS-11-0	219
16	36	probBLOCKS-11-0	10
19	37	probBLOCKS-11-0	402
16	33	probBLOCKS-11-0	10
15	25	probBLOCKS-11-0	191
16	23	probBLOCKS-11-0	1674
21	23	probBLOCKS-11-0	44321
20	23	probBLOCKS-11-0	34110
17	21	probBLOCKS-11-0	4270
18	21	probBLOCKS-11-0	8424
19	23	probBLOCKS-11-0	11331
16	21	probBLOCKS-11-0	910
15	21	probBLOCKS-11-0	693
15	29	probBLOCKS-11-0	30
16	31	probBLOCKS-11-0	76
18	37	probBLOCKS-11-0	99
13	25	probBLOCKS-11-0	3
20	22	probBLOCKS-11-0	21700
16	35	probBLOCKS-11-0	9
15	20	probBLOCKS-11-0	1243
21	22	probBLOCKS-11-0	20745
19	22	probBLOCKS-11-0	5937
16	22	probBLOCKS-11-0	2027
16	20	probBLOCKS-11-0	1757
16	24	probBLOCKS-11-0	1814
19	38	probBLOCKS-11-0	102
18	20	probBLOCKS-11-0	12506
17	20	probBLOCKS-11-0	3710
18	38	probBLOCKS-11-0	26
15	30	probBLOCKS-11-0	17
16	34	probBLOCKS-11-0	7
14	27	probBLOCKS-11-0	15
18	19	probBLOCKS-11-0	7677
19	21	probBLOCKS-11-0	2340
20	21	probBLOCKS-11-0	6587
21	21	probBLOCKS-11-0	5012
16	19	probBLOCKS-11-0	2180
15	19	probBLOCKS-11-0	1108
17	19	probBLOCKS-11-0	1111
14	29	probBLOCKS-11-0	2
17	37	probBLOCKS-11-0	19
15	31	probBLOCKS-11-0	8
17	38	probBLOCKS-11-0	4
14	30	probBLOCKS-11-0	1
20	20	probBLOCKS-11-0	7964
14	28	probBLOCKS-11-0	8
15	32	probBLOCKS-11-0	3
13	27	probBLOCKS-11-0	3
16	18	probBLOCKS-11-0	1430
18	18	probBLOCKS-11-0	3212
14	20	probBLOCKS-11-0	256
15	18	probBLOCKS-11-0	510
14	22	probBLOCKS-11-0	282
14	21	probBLOCKS-11-0	106
14	19	probBLOCKS-11-0	166
13	28	probBLOCKS-11-0	2
19	19	probBLOCKS-11-0	2781
18	17	probBLOCKS-11-0	1298
16	17	probBLOCKS-11-0	1072
15	17	probBLOCKS-11-0	299
12	27	probBLOCKS-11-0	1
16	38	probBLOCKS-11-0	1
16	16	probBLOCKS-11-0	711
13	16	probBLOCKS-11-0	236
13	17	probBLOCKS-11-0	271
13	15	probBLOCKS-11-0	125
16	15	probBLOCKS-11-0	259
13	18	probBLOCKS-11-0	205
12	18	probBLOCKS-11-0	43
11	14	probBLOCKS-11-0	83
14	14	probBLOCKS-11-0	536
14	16	probBLOCKS-11-0	849
13	19	probBLOCKS-11-0	193
13	22	probBLOCKS-11-0	34
12	17	probBLOCKS-11-0	23
12	19	probBLOCKS-11-0	40
14	15	probBLOCKS-11-0	584
14	13	probBLOCKS-11-0	110
11	15	probBLOCKS-11-0	82
11	13	probBLOCKS-11-0	54
11	16	probBLOCKS-11-0	70
14	18	probBLOCKS-11-0	95
10	16	probBLOCKS-11-0	15
12	12	probBLOCKS-11-0	137
12	14	probBLOCKS-11-0	302
14	17	probBLOCKS-11-0	244
9	12	probBLOCKS-11-0	25
11	17	probBLOCKS-11-0	16
13	24	probBLOCKS-11-0	3
13	20	probBLOCKS-11-0	59
10	17	probBLOCKS-11-0	4
10	15	probBLOCKS-11-0	4
12	20	probBLOCKS-11-0	33
13	21	probBLOCKS-11-0	9
11	20	probBLOCKS-11-0	5
13	23	probBLOCKS-11-0	2
9	13	probBLOCKS-11-0	21
9	11	probBLOCKS-11-0	21
12	13	probBLOCKS-11-0	166
12	11	probBLOCKS-11-0	31
12	16	probBLOCKS-11-0	32
9	14	probBLOCKS-11-0	17
8	14	probBLOCKS-11-0	5
10	10	probBLOCKS-11-0	35
10	12	probBLOCKS-11-0	71
7	10	probBLOCKS-11-0	7
10	11	probBLOCKS-11-0	35
10	9	probBLOCKS-11-0	11
7	11	probBLOCKS-11-0	4
7	9	probBLOCKS-11-0	7
8	8	probBLOCKS-11-0	10
5	8	probBLOCKS-11-0	1
8	10	probBLOCKS-11-0	11
8	9	probBLOCKS-11-0	5
8	7	probBLOCKS-11-0	2
5	9	probBLOCKS-11-0	1
5	7	probBLOCKS-11-0	1
6	8	probBLOCKS-11-0	1
6	6	probBLOCKS-11-0	5
5	5	probBLOCKS-11-0	2
6	7	probBLOCKS-11-0	1
12	15	probBLOCKS-11-0	140
8	15	probBLOCKS-11-0	1
8	13	probBLOCKS-11-0	2
15	15	probBLOCKS-11-0	1
4	4	probBLOCKS-11-0	2
9	15	probBLOCKS-11-0	2
6	12	probBLOCKS-11-0	2
3	5	probBLOCKS-11-0	1
3	3	probBLOCKS-11-0	1
7	12	probBLOCKS-11-0	4
10	14	probBLOCKS-11-0	8
10	13	probBLOCKS-11-0	27
2	2	probBLOCKS-11-0	1
6	11	probBLOCKS-11-0	2
11	11	probBLOCKS-11-0	1
1	1	probBLOCKS-11-0	1
4	10	probBLOCKS-11-0	1
8	12	probBLOCKS-11-0	2
0	0	probBLOCKS-11-0	1
8	11	probBLOCKS-11-0	8
5	10	probBLOCKS-11-0	1
22	33	probBLOCKS-12-0	39079
22	35	probBLOCKS-12-0	31315
22	36	probBLOCKS-12-0	45322
22	34	probBLOCKS-12-0	77537
22	32	probBLOCKS-12-0	78372
22	37	probBLOCKS-12-0	13560
22	31	probBLOCKS-12-0	68815
22	30	probBLOCKS-12-0	56681
21	34	probBLOCKS-12-0	77461
21	32	probBLOCKS-12-0	80456
21	33	probBLOCKS-12-0	40472
21	35	probBLOCKS-12-0	32240
21	31	probBLOCKS-12-0	64331
22	29	probBLOCKS-12-0	56443
20	30	probBLOCKS-12-0	18557
20	32	probBLOCKS-12-0	29653
21	30	probBLOCKS-12-0	53664
22	28	probBLOCKS-12-0	72192
22	38	probBLOCKS-12-0	15025
21	28	probBLOCKS-12-0	64278
21	36	probBLOCKS-12-0	46213
22	27	probBLOCKS-12-0	21775
21	29	probBLOCKS-12-0	51514
20	31	probBLOCKS-12-0	26318
20	29	probBLOCKS-12-0	20087
20	33	probBLOCKS-12-0	16947
21	37	probBLOCKS-12-0	15272
21	27	probBLOCKS-12-0	21596
20	34	probBLOCKS-12-0	31607
20	28	probBLOCKS-12-0	18035
19	26	probBLOCKS-12-0	5017
21	38	probBLOCKS-12-0	17570
21	26	probBLOCKS-12-0	30089
20	35	probBLOCKS-12-0	14976
20	37	probBLOCKS-12-0	7386
19	31	probBLOCKS-12-0	7464
20	27	probBLOCKS-12-0	9612
20	25	probBLOCKS-12-0	5696
21	39	probBLOCKS-12-0	3166
19	29	probBLOCKS-12-0	7400
19	35	probBLOCKS-12-0	3972
19	33	probBLOCKS-12-0	4120
22	39	probBLOCKS-12-0	2600
19	25	probBLOCKS-12-0	3451
19	27	probBLOCKS-12-0	4582
20	39	probBLOCKS-12-0	1533
20	36	probBLOCKS-12-0	20823
19	34	probBLOCKS-12-0	7453
20	38	probBLOCKS-12-0	8538
19	32	probBLOCKS-12-0	7036
19	28	probBLOCKS-12-0	6409
19	30	probBLOCKS-12-0	5146
22	40	probBLOCKS-12-0	2513
19	36	probBLOCKS-12-0	5226
19	24	probBLOCKS-12-0	3314
21	40	probBLOCKS-12-0	3124
18	33	probBLOCKS-12-0	730
19	37	probBLOCKS-12-0	2152
17	24	probBLOCKS-12-0	531
17	23	probBLOCKS-12-0	250
17	25	probBLOCKS-12-0	497
17	27	probBLOCKS-12-0	397
18	31	probBLOCKS-12-0	1761
19	39	probBLOCKS-12-0	434
18	37	probBLOCKS-12-0	404
18	29	probBLOCKS-12-0	2144
18	25	probBLOCKS-12-0	1287
18	27	probBLOCKS-12-0	1268
19	23	probBLOCKS-12-0	1232
18	30	probBLOCKS-12-0	1191
18	35	probBLOCKS-12-0	655
20	40	probBLOCKS-12-0	1494
18	39	probBLOCKS-12-0	79
19	38	probBLOCKS-12-0	2340
17	26	probBLOCKS-12-0	457
18	36	probBLOCKS-12-0	886
18	28	probBLOCKS-12-0	2111
18	34	probBLOCKS-12-0	1142
18	38	probBLOCKS-12-0	415
19	40	probBLOCKS-12-0	437
18	26	probBLOCKS-12-0	1501
18	32	probBLOCKS-12-0	1249
17	28	probBLOCKS-12-0	621
18	40	probBLOCKS-12-0	73
22	41	probBLOCKS-12-0	119
22	42	probBLOCKS-12-0	130
17	22	probBLOCKS-12-0	475
17	37	probBLOCKS-12-0	52
21	25	probBLOCKS-12-0	12832
17	35	probBLOCKS-12-0	72
16	23	probBLOCKS-12-0	107
21	41	probBLOCKS-12-0	144
17	29	probBLOCKS-12-0	393
16	27	probBLOCKS-12-0	116
17	33	probBLOCKS-12-0	108
20	41	probBLOCKS-12-0	69
17	31	probBLOCKS-12-0	289
16	29	probBLOCKS-12-0	71
21	42	probBLOCKS-12-0	132
16	21	probBLOCKS-12-0	85
16	26	probBLOCKS-12-0	156
22	26	probBLOCKS-12-0	25948
17	36	probBLOCKS-12-0	100
20	26	probBLOCKS-12-0	6037
17	30	probBLOCKS-12-0	190
17	34	probBLOCKS-12-0	114
16	28	probBLOCKS-12-0	195
21	24	probBLOCKS-12-0	6842
17	32	probBLOCKS-12-0	154
16	30	probBLOCKS-12-0	21
17	38	probBLOCKS-12-0	50
23	33	probBLOCKS-12-0	2849
23	35	probBLOCKS-12-0	1437
15	22	probBLOCKS-12-0	53
23	31	probBLOCKS-12-0	11361
16	24	probBLOCKS-12-0	146
15	20	probBLOCKS-12-0	51
20	42	probBLOCKS-12-0	55
23	37	probBLOCKS-12-0	138
16	37	probBLOCKS-12-0	6
23	29	probBLOCKS-12-0	9911
22	25	probBLOCKS-12-0	11711
19	41	probBLOCKS-12-0	14
17	39	probBLOCKS-12-0	13
20	23	probBLOCKS-12-0	2138
16	35	probBLOCKS-12-0	2
23	27	probBLOCKS-12-0	3904
18	41	probBLOCKS-12-0	4
15	27	probBLOCKS-12-0	19
16	25	probBLOCKS-12-0	133
23	32	probBLOCKS-12-0	9695
23	34	probBLOCKS-12-0	7503
23	30	probBLOCKS-12-0	4586
23	28	probBLOCKS-12-0	14144
16	33	probBLOCKS-12-0	6
15	31	probBLOCKS-12-0	3
23	36	probBLOCKS-12-0	2178
15	21	probBLOCKS-12-0	78
15	19	probBLOCKS-12-0	45
23	38	probBLOCKS-12-0	85
16	31	probBLOCKS-12-0	40
15	23	probBLOCKS-12-0	52
15	25	probBLOCKS-12-0	48
19	42	probBLOCKS-12-0	17
15	29	probBLOCKS-12-0	12
18	24	probBLOCKS-12-0	586
16	39	probBLOCKS-12-0	1
17	40	probBLOCKS-12-0	9
23	26	probBLOCKS-12-0	4746
15	28	probBLOCKS-12-0	34
18	42	probBLOCKS-12-0	3
16	36	probBLOCKS-12-0	3
16	32	probBLOCKS-12-0	19
16	38	probBLOCKS-12-0	7
15	26	probBLOCKS-12-0	32
22	24	probBLOCKS-12-0	5809
15	32	probBLOCKS-12-0	2
16	34	probBLOCKS-12-0	7
19	22	probBLOCKS-12-0	1320
16	40	probBLOCKS-12-0	1
15	30	probBLOCKS-12-0	1
15	24	probBLOCKS-12-0	37
13	18	probBLOCKS-12-0	38
13	19	probBLOCKS-12-0	25
12	19	probBLOCKS-12-0	7
13	17	probBLOCKS-12-0	14
11	16	probBLOCKS-12-0	17
14	21	probBLOCKS-12-0	23
11	17	probBLOCKS-12-0	9
11	15	probBLOCKS-12-0	12
10	15	probBLOCKS-12-0	3
13	20	probBLOCKS-12-0	16
19	21	probBLOCKS-12-0	183
18	23	probBLOCKS-12-0	371
12	20	probBLOCKS-12-0	4
17	21	probBLOCKS-12-0	250
10	16	probBLOCKS-12-0	7
11	14	probBLOCKS-12-0	20
9	14	probBLOCKS-12-0	3
17	20	probBLOCKS-12-0	122
22	23	probBLOCKS-12-0	1774
16	22	probBLOCKS-12-0	81
14	22	probBLOCKS-12-0	16
23	25	probBLOCKS-12-0	3178
21	23	probBLOCKS-12-0	688
11	18	probBLOCKS-12-0	16
13	22	probBLOCKS-12-0	8
10	19	probBLOCKS-12-0	2
9	15	probBLOCKS-12-0	4
9	13	probBLOCKS-12-0	6
10	13	probBLOCKS-12-0	5
13	15	probBLOCKS-12-0	8
22	22	probBLOCKS-12-0	1400
14	25	probBLOCKS-12-0	7
16	19	probBLOCKS-12-0	60
13	16	probBLOCKS-12-0	21
12	18	probBLOCKS-12-0	10
12	21	probBLOCKS-12-0	7
20	22	probBLOCKS-12-0	622
9	12	probBLOCKS-12-0	7
20	24	probBLOCKS-12-0	772
15	17	probBLOCKS-12-0	5
14	20	probBLOCKS-12-0	10
15	18	probBLOCKS-12-0	25
12	17	probBLOCKS-12-0	3
8	14	probBLOCKS-12-0	4
13	21	probBLOCKS-12-0	12
23	23	probBLOCKS-12-0	137
21	21	probBLOCKS-12-0	71
23	24	probBLOCKS-12-0	589
20	21	probBLOCKS-12-0	250
10	17	probBLOCKS-12-0	2
14	23	probBLOCKS-12-0	14
13	23	probBLOCKS-12-0	4
10	20	probBLOCKS-12-0	1
9	11	probBLOCKS-12-0	3
12	23	probBLOCKS-12-0	1
9	16	probBLOCKS-12-0	2
14	29	probBLOCKS-12-0	2
14	24	probBLOCKS-12-0	13
20	20	probBLOCKS-12-0	77
18	21	probBLOCKS-12-0	6
11	19	probBLOCKS-12-0	4
14	19	probBLOCKS-12-0	8
13	25	probBLOCKS-12-0	2
12	13	probBLOCKS-12-0	11
14	26	probBLOCKS-12-0	1
7	10	probBLOCKS-12-0	5
8	13	probBLOCKS-12-0	1
18	20	probBLOCKS-12-0	2
10	18	probBLOCKS-12-0	4
18	19	probBLOCKS-12-0	17
20	19	probBLOCKS-12-0	34
18	22	probBLOCKS-12-0	13
9	18	probBLOCKS-12-0	1
14	27	probBLOCKS-12-0	2
14	28	probBLOCKS-12-0	2
7	9	probBLOCKS-12-0	2
6	11	probBLOCKS-12-0	2
8	9	probBLOCKS-12-0	2
8	10	probBLOCKS-12-0	3
8	8	probBLOCKS-12-0	4
5	8	probBLOCKS-12-0	2
4	7	probBLOCKS-12-0	1
6	7	probBLOCKS-12-0	1
8	7	probBLOCKS-12-0	1
10	9	probBLOCKS-12-0	1
3	6	probBLOCKS-12-0	1
6	6	probBLOCKS-12-0	3
6	8	probBLOCKS-12-0	2
5	5	probBLOCKS-12-0	1
5	7	probBLOCKS-12-0	1
4	5	probBLOCKS-12-0	1
4	6	probBLOCKS-12-0	1
4	4	probBLOCKS-12-0	2
3	3	probBLOCKS-12-0	1
2	2	probBLOCKS-12-0	1
12	14	probBLOCKS-12-0	13
12	12	probBLOCKS-12-0	16
6	12	probBLOCKS-12-0	1
7	11	probBLOCKS-12-0	2
11	11	probBLOCKS-12-0	3
14	13	probBLOCKS-12-0	3
1	1	probBLOCKS-12-0	1
10	11	probBLOCKS-12-0	3
0	0	probBLOCKS-12-0	1
7	12	probBLOCKS-12-0	3
10	12	probBLOCKS-12-0	10
10	10	probBLOCKS-12-0	3
8	11	probBLOCKS-12-0	1
12	22	probBLOCKS-12-0	2
18	18	probBLOCKS-12-0	1
14	31	probBLOCKS-12-0	2
13	24	probBLOCKS-12-0	1
24	43	probBLOCKS-13-0	13381
24	45	probBLOCKS-13-0	2097
24	46	probBLOCKS-13-0	1893
24	42	probBLOCKS-13-0	48116
24	44	probBLOCKS-13-0	14417
24	41	probBLOCKS-13-0	36331
23	45	probBLOCKS-13-0	1553
24	40	probBLOCKS-13-0	84229
23	46	probBLOCKS-13-0	1336
23	47	probBLOCKS-13-0	24
24	39	probBLOCKS-13-0	50942
23	44	probBLOCKS-13-0	9758
23	43	probBLOCKS-13-0	9752
24	47	probBLOCKS-13-0	96
23	42	probBLOCKS-13-0	30704
24	48	probBLOCKS-13-0	68
24	38	probBLOCKS-13-0	89900
23	48	probBLOCKS-13-0	24
23	40	probBLOCKS-13-0	50337
23	41	probBLOCKS-13-0	25067
22	43	probBLOCKS-13-0	3366
23	39	probBLOCKS-13-0	33043
22	41	probBLOCKS-13-0	8057
24	37	probBLOCKS-13-0	43553
22	39	probBLOCKS-13-0	9738
23	37	probBLOCKS-13-0	26327
22	42	probBLOCKS-13-0	9415
23	38	probBLOCKS-13-0	50612
24	36	probBLOCKS-13-0	70794
22	40	probBLOCKS-13-0	14433
22	44	probBLOCKS-13-0	3134
22	37	probBLOCKS-13-0	7000
24	35	probBLOCKS-13-0	25682
21	45	probBLOCKS-13-0	150
21	43	probBLOCKS-13-0	674
23	35	probBLOCKS-13-0	14474
21	41	probBLOCKS-13-0	1555
22	38	probBLOCKS-13-0	13135
23	36	probBLOCKS-13-0	37439
24	34	probBLOCKS-13-0	54711
21	38	probBLOCKS-13-0	1888
22	36	probBLOCKS-13-0	8931
23	34	probBLOCKS-13-0	26483
24	33	probBLOCKS-13-0	35366
22	46	probBLOCKS-13-0	435
21	40	probBLOCKS-13-0	2482
21	44	probBLOCKS-13-0	602
21	42	probBLOCKS-13-0	1816
24	32	probBLOCKS-13-0	66354
23	33	probBLOCKS-13-0	17604
22	35	probBLOCKS-13-0	3346
23	31	probBLOCKS-13-0	6668
22	45	probBLOCKS-13-0	569
21	39	probBLOCKS-13-0	1735
21	35	probBLOCKS-13-0	403
21	46	probBLOCKS-13-0	102
21	37	probBLOCKS-13-0	1005
22	33	probBLOCKS-13-0	3436
20	43	probBLOCKS-13-0	85
20	39	probBLOCKS-13-0	176
20	45	probBLOCKS-13-0	15
20	41	probBLOCKS-13-0	229
20	37	probBLOCKS-13-0	85
24	31	probBLOCKS-13-0	15555
23	32	probBLOCKS-13-0	28730
22	34	probBLOCKS-13-0	5219
21	36	probBLOCKS-13-0	1094
20	38	probBLOCKS-13-0	155
20	40	probBLOCKS-13-0	251
20	44	probBLOCKS-13-0	73
24	30	probBLOCKS-13-0	58486
